Contents,Province,Date,Users,like_counts
不要脸的解释权在官方[doge],福建 厦门,Mon Apr 22 15:08:22  2024,Lu_cario,0
终于被举报了,广东 深圳,Mon Apr 22 15:08:16  2024,佳岁_,0
正常。你让人家空着跑下一段，那不得亏死[允悲],北京,Mon Apr 22 15:08:17  2024,水慕荷,0
短途可选择很多，长途选择就两个，人都会选便宜，就挤爆高铁[doge],浙江,Mon Apr 22 15:08:16  2024,小红伞yyds,0
从解决相对难的角度来说，肯定长途票占比大啊，短途的方式很多，长途就只有高铁飞机了,北京 大兴区,Mon Apr 22 15:08:02  2024,放放放学别走,0
[苦涩]，还想吐槽一句:天津五一的酒店价格相对于其他地区，高得离谱[裂开],广东,Mon Apr 22 15:07:59  2024,化学他妈,0
虽然我经常买不到票，但是我完全尊重12306的做法，可以分两三段买票🎫，或者实在买不到上车补票也是可以的。,山东 潍坊,Mon Apr 22 15:07:59  2024,飞天小仔仔,0
A什么I，算法这都满足不了，有个P前途。[挖鼻],浙江 台州,Mon Apr 22 15:07:57  2024,铁血天可汗,0
反正这两年票就是很难抢，[允悲][允悲][允悲]，有时候能不能考虑一下下打工人的不易[笑cry][笑cry],四川 成都,Mon Apr 22 15:07:53  2024,随遇而安的糖醋咸鱼,0
就算蹲守第一秒，也买不到中途，上来就是售空，只能买全程票，过年真是体会到了n➕1次,河北,Mon Apr 22 15:07:51  2024,禾风Feng,0
买上海到天津秒没票，但是同列上海到北京就有票，还一大堆[嘻嘻]到底谁才是黄牛啊,上海,Mon Apr 22 15:07:47  2024,明天记得往前看,0
买直达家的买不到 同一个车次买多几站就买得到 不就是要我花更多的钱回家吗[doge],广东 广州,Mon Apr 22 15:07:45  2024,小鱼不吃香菜__,0
票的影子也没看到,浙江 宁波,Mon Apr 22 15:07:44  2024,fenghuaxikou,0
谁来管！,台湾,Mon Apr 22 15:07:34  2024,我们静香突然回来了,0
长途票临近开车了还可以随便买，短途票刷了10多天一张没有，我说的短途也不短，福建到江苏800多公里！,其他,Mon Apr 22 15:07:29  2024,撒and撒201001,0
就很无语[允悲],山东 青岛,Mon Apr 22 15:07:29  2024,孙絮絮Mia,0
[思考][思考][思考],河南 商丘,Mon Apr 22 15:07:28  2024,柠檬西柚好酸啊,0
这个社会还能相信谁,上海,Mon Apr 22 15:07:21  2024,584瓦宁594瓦特额宁,0
不地道,辽宁,Mon Apr 22 15:07:17  2024,自由停顿,0
实际就是这样的，我从上海买到了淄博，多买了多站，大爷的,江苏 连云港,Mon Apr 22 15:07:16  2024,不点Cherry,0
最近针对12306舆情有点多啊,吉林 长春,Mon Apr 22 15:07:16  2024,更能消_几番风雨,0
这不是纵容，这是怂恿,山东,Mon Apr 22 15:07:15  2024,内田无纪_,0
买全程票是最容易的,陕西,Mon Apr 22 15:07:13  2024,Leonislib,0
疫情前不都是提前一个月放票吗，能不能恢复提前一个月放票啊,江苏 南京,Mon Apr 22 15:07:11  2024,小萍的生活历险记,0
国有企业割肉,北京 海淀区,Mon Apr 22 15:07:07  2024,虫吟蛙和,0
有个疑问 买票没有上车一看好多空座[允悲],山西,Mon Apr 22 15:07:02  2024,大歇鸡,0
人家也要留个别票源给其他站啊,四川 成都,Mon Apr 22 15:06:57  2024,德囧哥,0
是的 他就是要我们买全程票 然后在中间站下车[二哈],海外,Mon Apr 22 15:06:54  2024,壹人野行,0
对12306无语，昨天5点半卖的票，准点进去就显示售罄！但是从始发站到终点站的就有票！动车一直涨价就算了，中途不放票！咋的？就想让老百姓买长乘短！怎么的！老百姓的血汗钱不是钱吗？,其他,Mon Apr 22 15:06:44  2024,Hey龚凤霞同学,0
何不取消中途所有站点。既要又要，恶心人。,山西 太原,Mon Apr 22 15:06:43  2024,乔帮主爱地球,0
确实是这样，买到终点站有票，区间没票，好几次被迫买到终点站，真尼玛狠，铁路局想钱想疯了,湖北 武汉,Mon Apr 22 15:06:39  2024,武汉在线,0
真的了，我回家买全程票才能有韵味,其他,Mon Apr 22 15:06:39  2024,猫凹萌比呦,0
这个问题我还是理解12306的，这种售票算法确实挺复杂的，不是加减两行代码就能解决的，能解决全部问题的算法方案永远都不存在，只能是相对的最优。[汗],山东 青岛,Mon Apr 22 15:06:37  2024,L依旧是个谜,0
确实,辽宁 盘锦,Mon Apr 22 15:06:32  2024,_趙小小小小小F,0
早就想骂了，终于有人说出来了[doge],北京 西城区,Mon Apr 22 15:06:30  2024,鹅说说,0
真的很离谱，想买去顺德…开车也才两小时 非要我买长买到河北去 [拜拜][拜拜]割韭菜的心太强烈了吧 http://t.cn/A6TEUE9l,海外 澳大利亚,Mon Apr 22 15:06:29  2024,宇宙第一强地球人,0
非常恶心🤢,海外,Mon Apr 22 15:06:28  2024,foreverstrings,0
短涂票放出长途久买不到啊[笑cry]这不就是非此即彼吗  你说12306站哪边[笑cry],上海,Mon Apr 22 15:06:26  2024,我本是油条,0
都是买全程，短程下车的根本买不到，短程就没有票[允悲],北京 东城区,Mon Apr 22 15:06:19  2024,TF小尾巴89,0
各行各业都开始割韭菜了,广东 广州,Mon Apr 22 15:06:15  2024,日辰江枫,0
如果不是为了方便人们出行，这么怕短途，那就别搞高铁了。搞飞机吧,广东 汕尾,Mon Apr 22 15:06:14  2024,桂子有点随性,0
这也能喷？？？不愿意那就市场化运营，买的票越多的区间票越贵，我到要看看哪种方式更好。不服的人可以先来广东体验体验广铁的票价,山东 青岛,Mon Apr 22 15:06:13  2024,橙以酒,0
恢复以前普快车次才是正道！既然高铁亏钱，群众还买不到票，那么为什么不把以前普快的车次放出来呢？,辽宁,Mon Apr 22 15:06:05  2024,冷雨寒best,0
意思就是说，买长乘短不退钱，买短乘长要补钱,江苏 南京,Mon Apr 22 15:06:04  2024,仲夏半成伤,0
官方才是最大的黄牛,北京 东城区,Mon Apr 22 15:05:58  2024,雄狮在奔跑,0
去年五一从泉州回武汉买不到票，最后只能买到终点站重庆才有票[微笑],湖北,Mon Apr 22 15:05:54  2024,平陆成江c,0
请问官方，有那么多长途旅客吗？！每个站点票的数量，划分比例是根据什么呢？！既然路过，设置站点，又不放票呀？！干脆节假日短途站点全关了？短途旅客不配乘车？,海外 其他,Mon Apr 22 15:05:53  2024,当下treefish,1
只要有票，我宁愿多花点钱多买两站,河南 郑州,Mon Apr 22 15:05:51  2024,你们都是大奔蛋,0
为啥五一江门到龙川就没票[泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪][泪],其他,Mon Apr 22 15:05:49  2024,爱推文的芋儿,0
同质疑 割韭菜,海外,Mon Apr 22 15:05:46  2024,宁-小一只,0
神经，诸暨回宁波的票都在凌晨[允悲][允悲]学生党怎么搞,浙江,Mon Apr 22 15:05:45  2024,栗绒兔兔糕,0
不买长乘短买不到，官方开始耍流氓了[泪],河南,Mon Apr 22 15:05:44  2024,sw繁星三两,0
算法规则的问题吧？比如上海到北京，经过苏州无锡。苏州放二十张票，无锡20张，今天苏州旅客多，早早卖完了，无锡的人少还有余票，你去买下一站的无锡，不是很正常嘛？我支持买长乘短，因为比买不到票强太多了,江苏,Mon Apr 22 15:05:43  2024,汘海辰忆,0
记得春节时，一直是买短乘长导致车半道超载的热搜，现在又反过来了么,北京 东城区,Mon Apr 22 15:05:42  2024,段欣_2023,0
贼恶心，节假日买回家的票就只能多买几站才有票就很奇怪,海外,Mon Apr 22 15:05:36  2024,吃吃睡睡钱多多,0
动车已经很划算了，我在日本买的新干线，从大阪到东京，1000多，还不如我们的动车好,其他,Mon Apr 22 15:05:30  2024,幼稚园大姐头Y,0
回复@一繁一花:你说反了，是短途买不到票才买长乘短的,吉林 长春,Mon Apr 22 15:05:24  2024,长春揭秘侠,0
我的票退了都不显示有票[允悲]，肯定有暗箱操控的啦,其他,Mon Apr 22 15:05:19  2024,ccENCHANTER,0
肯定有间谍在里面捣鬼，狼子野心，它们唯恐天下不乱,北京 东城区,Mon Apr 22 15:05:18  2024,爱拼才会赢9621,0
挺好的，我全程的经常可以坐两个位置[允悲],其他,Mon Apr 22 15:05:13  2024,闲游逛逛,0
每次想要回家抢票是真的不容易，买全程才有票，好无语的，希望有生之年能随心所欲的购票出行[doge],江苏 苏州,Mon Apr 22 15:05:11  2024,每天都在期待退休的人,0
那就看是想买短乘长中途补票，要是超载被赶下来，还是买长乘短浪费些钱,其他,Mon Apr 22 15:05:08  2024,热心市民太阳,0
火车站一直都这样卖票的吧，之前没有12306的时候也是一样[允悲][允悲],四川 成都,Mon Apr 22 15:05:08  2024,忙碌幸福的妞,0
学新闻学的，不优先保证长途那么多长途旅客怎么回家？跟不知道多多少的短途旅客抢票吗？那才是运力浪费！而且国铁在客运高峰期会大量增开短途临客的好不好,其他,Mon Apr 22 15:05:01  2024,马卡龙斯基,0
难怪永远抢不到票，一出票就控制了是吧，先给全程的，剩了再给短途的，最好中间再有些冤大头买长乘短,其他,Mon Apr 22 15:05:02  2024,vivi七言,0
可以直接出个规定，比如提前放长途的票，之后再放短途的票。,北京,Mon Apr 22 15:04:54  2024,可太牛了T,0
说短途没票的[允悲]耐心等到开车前基本就有了，没有的说实话是那些等不及买全票的人占了,其他,Mon Apr 22 15:04:45  2024,我不在这里57440,0
他们玩老百姓的招儿是真多呀[笑cry],安徽 合肥,Mon Apr 22 15:04:45  2024,youngsnow,0
我觉得最好的还是预约制，提前预约这班车次，然后官方系统根据预约情况进行车票分配,其他,Mon Apr 22 15:04:40  2024,南京冲冲冲,0
其实买长乘短的，因为买不到短途才买长的话，可以设置在买到后24小时内，甚至更短的时间内，按需申请多买的那段的退票退款，退了以后，那一段的票就可以立马放出来，也不至于空置那一段的座位，合理又灵活，技术层面完全做的到！#12306回应买长乘短质疑#,浙江 杭州,Mon Apr 22 15:04:29  2024,章零零,0
私人12306[允悲][来],其他,Mon Apr 22 15:04:24  2024,乔筱唯w,0
买长乘短，可以让长途先买，官方再公布什么时候放短程票啊,其他,Mon Apr 22 15:04:23  2024,辛司_J,0
我买票的时候，那个下午有两个电话打进来让我添钱多买一站，我拒绝了，结果当天晚上就抢到了好时间的票,重庆 永川区,Mon Apr 22 15:04:20  2024,芥川是哒宰的宝,0
长途也能买短途换乘呀，大家都买长乘短，车上都空着，多的钱也不退，短途旅客还买不到票，很难让人不怀疑是强迫旅客买长乘短,北京,Mon Apr 22 15:04:19  2024,龙龙很狂妄,0
[偷笑]不然怎么最大利益化的割韭菜啊[挖鼻],北京,Mon Apr 22 15:04:17  2024,敬畏生命热爱大自然,0
同样的路程现在买票多了个站内换乘才有座的，票价还比原来的贵 就是变相多收费,陕西 宝鸡,Mon Apr 22 15:04:16  2024,白天的昼585,0
长途交通方式少，短途交通方式可选择多。,四川,Mon Apr 22 15:04:14  2024,吱吱YYS,0
大数据这么发达，卖个票还不智能，人工智能呢,北京 海淀区,Mon Apr 22 15:04:14  2024,大潘嘚8嘚,0
可以候补试一下，如果一直到发车都没候补到天津的票，而到唐山的一直都有余票，那这是官方的问题，如果说发车前到唐山的票也能卖完，说明这么放票没什么问题。[doge],河南 焦作,Mon Apr 22 15:04:13  2024,远方De佳,0
不买长乘短就买不上票了，那让老百姓怎么办呢？,重庆 渝北区,Mon Apr 22 15:04:06  2024,清淳雪花,0
节假日完全买不到票，起码要买全程才能买，长途的也是给钱，短途的不也给钱了吗,四川 绵阳,Mon Apr 22 15:04:06  2024,忧伤的胖子w,0
有些厚颜无耻了,上海,Mon Apr 22 15:04:04  2024,包子哥哥巫,0
我18年就发现了啊，在小车站买不到票，但是往前两个站，买大站的票就能买到,其他,Mon Apr 22 15:04:02  2024,Ardelle516,0
给父母永远买不到下铺[允悲],北京,Mon Apr 22 15:03:39  2024,我想要一个桃子,0
就是这样我从始发站后三站买候补都挂不上，从始发站买有票不说甚至还有下铺[允悲],其他,Mon Apr 22 15:03:37  2024,s1cram,0
每次都要多花钱  故意长途放票多 哪怕长途是个小站,其他,Mon Apr 22 15:03:37  2024,孙瑶93964,0
买长乘短的情况2010年我在人工窗口买票的时候就存在了。,其他,Mon Apr 22 15:03:37  2024,再来碗香菜_98,0
我买返程贵州到四川的票，能买到的却是昆明到四川的，两个人，每张票要多话将近一百五……不然就是没票，无法回。,其他,Mon Apr 22 15:03:36  2024,紫雾732016,0
买长乘短退不退钱,其他,Mon Apr 22 15:03:32  2024,呱呱嘞啊,0
我想知道买长乘短怎么出站的呢？不是那一站的可以刷出站吗？,浙江 金华,Mon Apr 22 15:03:30  2024,玉昵奶茶,0
吃相真难看[doge],广东,Mon Apr 22 15:03:26  2024,两只牛-,0
买长乘短我能接受，但是换乘的票和多出来的冲突不让买我接受不了,海外 澳大利亚,Mon Apr 22 15:03:25  2024,Super_瞳,0
是的,福建 泉州,Mon Apr 22 15:03:24  2024,吕刺猬l,0
携程的动车高铁套路就是买长乘短,其他,Mon Apr 22 15:03:23  2024,不微也不信,0
五一期间买的票也是这样，短程不让买，严查,其他,Mon Apr 22 15:03:18  2024,日出的早晨没有太阳,0
以前听说过买短乘长，现在看到买长乘短，能不能理解为是双方都存在违法违规操作？[思考],浙江 舟山,Mon Apr 22 15:03:16  2024,闲云战鹤,0
那就把多余全程票拆分成预定单，按用户抢票行程最优解分化几张票出去。,广东 广州,Mon Apr 22 15:03:13  2024,富始胎中,0
北京到上海的高铁，都让你北京到天津南给买走了，到上海的大客流怎么办？,天津,Mon Apr 22 15:03:08  2024,钻地去伦敦,0
短途真的不配，我暑假期间去武汉，那个车终点是开到郑州的，根本没那么多人要去河南，终点站的票很多卖不完，中途下车根本买不到，太少了,其他,Mon Apr 22 15:03:06  2024,兮子湖,0
明明有票买不到？,其他,Mon Apr 22 15:03:06  2024,小猫条条鱼妮妮,0
终于轮到你了，改签还要手续费，永远都买不到回家的票，一开售就候补,贵州 贵阳,Mon Apr 22 15:03:04  2024,Dliqun,0
官方肯定不会承认,其他,Mon Apr 22 15:03:01  2024,天天1_1,0
打击黄牛[doge],山西 长治,Mon Apr 22 15:03:01  2024,安邱三杰,0
以后直接上车 补票,河南 郑州,Mon Apr 22 15:02:59  2024,魍鶫輌,0
是的，我每次都遇到这个问题，每次都无可奈何被迫买长乘短，感觉被12306抢钱了，但又没有证据,其他,Mon Apr 22 15:02:58  2024,辛司_J,0
不是纵容 是就这么干的！,海外,Mon Apr 22 15:02:49  2024,爱新觉罗晔子,0
12306客服表示“会优先满足长途旅客”，乘客可以选择候补或“买长乘短”。根据实际，你为什么要优先满足长途？为啥总会说的好像很有根据的样子,北京,Mon Apr 22 15:02:46  2024,妮莉艾露-杜-欧德修凡克,0
